microvolts,trialstart,oddball
19.1956,0,0
19.3634,0,0
16.5405,0,0
13.0615,0,0
9.8114,0,0
7.76672,0,0
7.47681,0,0
7.49207,0,0
7.5531,0,0
8.20923,0,0
9.47571,0,0
11.0168,0,0
12.558,0,0
14.74,0,0
17.5781,0,0
20.874,0,0
23.819,0,0
25.4364,0,0
24.8108,0,0
22.3694,0,0
18.4326,0,0
13.6414,0,0
9.01794,0,0
6.8512,0,0
7.15637,0,0
9.8877,0,0
14.0228,0,0
18.0664,0,0
20.874,0,0
22.9645,0,0
24.1394,0,0
25.3296,0,0
26.2299,0,0
27.3743,0,0
28.0304,0,0
28.0609,0,0
26.7029,0,0
24.2462,0,0
21.8201,0,0
19.8364,0,0
18.7378,0,0
18.7683,0,0
20.6299,0,0
24.0173,0,0
27.8625,5,0
31.2958,5,0
33.9966,5,0
34.4849,5,0
32.3029,5,0
29.3121,5,0
25.3906,5,0
22.3694,5,0
21.698,5,0
23.407,5,0
25.65,5,0
26.8707,5,0
26.947,5,0
27.1454,5,0
27.0844,5,0
28.1982,5,0
29.5258,5,0
29.6936,5,0
28.2745,5,0
26.2451,5,0
23.9716,5,0
22.2626,5,0
21.3623,5,0
22.4457,5,0
25.0092,5,0
28.3966,5,0
30.7465,5,0
30.8838,5,0
28.6865,5,0
25.0854,5,0
22.3846,5,0
22.0642,5,0
23.6206,5,0
25.7416,5,0
27.298,5,0
27.3895,5,0
25.528,5,0
22.171,5,0
18.631,5,0
15.0909,5,0
12.1918,5,0
10.9406,5,0
11.1084,5,0
12.5732,5,0
14.74,5,0
16.7999,5,0
18.0511,5,0
17.868,5,0
15.7928,5,0
12.4512,5,0
8.46863,5,0
6.37817,5,0
8.13293,5,0
12.97,5,0
18.0206,5,0
21.2402,5,0
21.347,5,0
18.5852,5,0
15.9149,5,0
13.7787,5,0
11.673,5,0
10.2997,5,0
10.8337,5,0
12.7411,5,0
16.1285,5,0
18.6462,5,0
19.3939,5,0
18.6157,5,0
17.6544,5,0
17.2424,5,0
16.983,5,0
16.51,5,0
14.679,5,0
12.9395,5,0
11.8256,5,0
11.6577,5,0
12.2375,5,0
12.7716,5,0
11.795,5,0
9.90295,5,0
8.54492,5,0
7.78198,5,0
9.04846,5,0
11.0016,5,0
12.4664,5,0
13.1989,5,0
13.0463,5,0
12.3291,5,0
11.6425,5,0
11.9476,5,0
13.0463,5,0
15.0299,5,0
17.6849,5,0
19.104,5,0
19.1498,5,0
18.2648,5,0
16.9678,5,0
16.4032,5,0
17.1967,5,0
18.4937,5,0
18.9056,5,0
18.3105,5,0
16.4642,5,0
14.4348,5,0
13.1989,5,0
12.5885,5,0
11.6119,5,0
11.0626,5,0
10.4065,5,0
10.6964,5,0
12.146,5,0
14.4806,5,0
17.4255,5,0
19.5923,5,0
19.4397,5,0
17.1661,5,0
12.8479,5,0
8.43811,5,0
5.50842,5,0
4.48608,5,0
4.92859,5,0
5.70679,5,0
6.65283,5,0
7.50732,5,0
8.43811,5,0
9.552,5,0
10.4828,5,0
10.9253,5,0
10.849,5,0
10.376,5,0
11.0321,5,0
12.9852,5,0
16.4337,5,0
20.2637,5,0
23.0255,5,0
25.0397,5,0
25.4364,5,0
24.5819,5,0
22.4304,5,0
19.3024,5,0
15.7471,5,0
12.8632,5,0
10.6049,5,0
9.44519,5,0
8.68225,5,0
8.14819,5,0
7.98035,5,0
8.46863,5,0
8.98743,5,0
10.2692,5,0
12.619,5,0
14.9994,5,0
17.0441,5,0
17.4255,5,0
16.2964,5,0
14.0686,5,0
11.6425,5,0
10.9558,5,0
12.6343,5,0
15.2283,5,0
18.0054,5,0
18.7988,5,0
16.7542,5,0
13.7024,5,0
12.3596,5,0
13.2751,5,0
15.9454,5,0
18.9056,5,0
19.5923,5,0
18.6005,5,0
18.0054,5,0
18.3105,5,0
19.1956,5,0
19.8669,5,0
18.4937,5,0
16.1133,5,0
13.7939,5,0
12.4207,5,0
12.2223,5,0
12.558,5,0
13.0463,5,0
13.8092,5,0
14.8468,5,0
15.7013,5,0
16.4185,5,0
16.1743,5,0
15.7471,5,0
15.564,5,0
15.7928,5,0
17.5476,5,0
19.6838,5,0
21.3318,5,0
22.1252,5,0
20.9045,5,0
18.28,5,0
16.098,5,0
14.6027,5,0
14.4958,5,0
16.7694,5,0
18.5699,5,0
19.577,5,0
19.7296,5,0
18.9209,5,0
17.8833,5,0
17.9749,5,0
18.2648,5,0
18.7683,5,0
18.4784,5,0
18.1122,5,0
17.2729,5,0
15.7928,5,0
14.6179,5,0
14.3738,5,0
14.1754,5,0
14.7858,5,0
15.5029,5,0
16.0828,5,0
16.6016,5,0
16.8915,5,0
16.922,5,0
17.1814,5,0
16.5405,5,0
15.7166,5,0
12.8784,5,0
9.6283,5,0
7.2937,5,0
6.45447,5,0
7.30896,5,0
8.31604,5,0
7.93457,5,0
6.34766,5,0
4.86755,5,0
4.37927,5,0
4.94385,5,0
5.93567,5,0
6.39343,5,0
5.92041,5,0
4.56238,5,0
4.5166,5,0
5.44739,5,0
8.0719,5,0
10.9863,5,0
13.1531,5,0
14.2059,5,0
14.3127,5,0
13.7634,5,0
12.5885,5,0
11.2762,5,0
11.4441,5,0
12.1765,5,0
14.3127,5,0
16.3116,5,0
16.922,5,0
16.6016,5,0
15.5334,5,0
14.4043,5,0
13.443,5,0
13.5956,5,0
14.328,0,0
15.4419,0,0
16.1285,0,0
15.5945,0,0
13.9465,0,0
11.9476,0,0
10.3149,0,0
9.90295,0,0
11.0779,0,0
13.4277,0,0
16.1438,0,0
18.4631,0,0
19.1193,0,0
18.2343,0,0
16.3879,0,0
14.7247,0,0
13.2751,0,0
11.8408,0,0
11.9781,0,0
12.8021,0,0
14.7552,0,0
17.4408,0,0
19.1498,0,0
19.3787,0,0
18.0664,0,0
16.6779,0,0
14.3738,0,0
12.3138,0,0
10.7422,0,0
10.3149,0,0
11.7493,0,0
15.2283,0,0
18.5547,0,0
19.7754,0,0
18.4784,0,0
15.6555,0,0
12.5732,0,0
10.5133,0,0
9.85718,0,0
9.64355,0,0
10.4523,0,0
11.9476,0,0
14.389,0,0
17.334,0,0
19.3787,0,0
20.05,0,0
19.7601,0,0
19.6228,0,0
19.8212,0,0
20.4315,0,0
20.5688,0,0
19.8517,0,0
18.0511,0,0
16.7694,0,0
16.1743,0,0
15.4877,0,0
14.4653,0,0
13.2751,0,0
12.0087,0,0
11.3678,0,0
11.9476,0,0
13.2751,0,0
14.2975,0,0
14.8926,0,0
13.9923,0,0
13.6566,0,0
13.031,0,0
12.8479,0,0
12.558,0,0
12.97,0,0
12.2833,0,0
11.4288,0,0
10.9253,0,0
9.78088,0,0
8.88062,0,0
8.86536,0,0
9.93347,0,0
12.1307,0,0
14.0533,0,0
15.2893,0,0
14.8621,0,0
13.7024,0,0
13.031,0,0
13.7787,0,0
15.1825,0,0
15.8691,0,0
14.9231,0,0
12.5427,0,0
10.376,0,0
9.53674,0,0
10.2081,0,0
12.1765,0,0
13.9771,0,0
14.1144,0,0
12.558,0,0
10.5438,0,0
8.49915,0,0
7.70569,0,0
8.22449,0,0
9.15527,0,0
9.79614,0,0
9.64355,0,0
8.37708,0,0
6.22559,0,0
4.36401,0,0
3.02124,0,0
3.32642,0,0
5.49316,0,0
8.91113,0,0
12.6648,0,0
16.2354,0,0
18.9819,0,0
20.4315,0,0
20.9961,0,0
20.4163,0,0
18.1427,0,0
14.8315,0,0
11.3068,0,0
8.88062,0,0
8.22449,0,0
9.58252,0,0
11.4136,0,0
12.8326,0,0
13.2599,0,0
11.5356,0,0
9.14001,0,0
7.18689,0,0
6.13403,0,0
6.19507,0,0
7.09534,0,0
8.28552,0,0
9.8114,0,0
12.0697,0,0
13.855,0,0
14.2517,0,0
13.0157,0,0
10.6201,0,0
9.44519,0,0
10.2997,0,0
13.7482,0,0
15.8081,0,0
15.0604,0,0
11.9476,0,0
8.27026,0,0
6.14929,0,0
7.2937,0,0
10.3149,0,0
12.6495,0,0
14.0839,0,0
14.4958,0,0
13.7329,0,0
12.3444,0,0
10.9558,0,0
9.67407,0,0
9.30786,0,0
9.6283,0,0
9.06372,0,0
7.96509,0,0
5.41687,0,0
3.17383,0,0
2.27356,0,0
3.28064,0,0
6.91223,0,0
11.4594,0,0
15.3656,0,0
18.3105,0,0
19.043,0,0
17.8986,0,0
16.037,0,0
14.3127,0,0
13.1683,0,0
13.2599,0,0
14.74,0,0
17.1051,0,0
18.9972,0,0
19.0582,0,0
16.9525,0,0
12.8479,0,0
8.11768,0,0
4.74548,0,0
2.96021,0,0
3.2959,0,0
5.9967,0,0
10.4523,0,0
14.7858,0,0
17.9443,0,0
18.4784,0,0
15.8844,0,0
11.2457,0,0
6.68335,0,0
3.9978,0,0
2.70081,0,0
2.82288,0,0
3.82996,0,0
4.3335,0,0
4.66919,0,0
5.2948,0,0
5.40161,0,0
6.43921,0,0
7.15637,0,0
8.48389,0,0
9.552,0,0
9.75037,0,0
9.94873,0,0
9.39941,0,0
8.45337,0,0
7.27844,0,0
5.88989,0,0
5.47791,0,0
7.24792,0,0
10.1318,0,0
13.2751,0,0
14.7858,0,0
13.7177,0,0
10.6506,0,0
6.92749,0,0
3.2959,0,0
0.808716,0,0
-0.0305176,0,0
0.564575,0,0
2.18201,0,0
4.02832,0,0
4.71497,0,0
4.62341,0,0
4.76074,0,0
4.5166,0,0
4.73022,0,0
5.87463,0,0
7.23267,0,0
8.66699,0,0
10.9863,0,0
12.3901,0,0
12.4817,0,0
11.3068,0,0
9.65881,0,0
8.94165,0,0
9.1095,0,0
10.2692,0,0
12.0697,0,0
13.0157,0,0
13.2294,0,0
12.5885,0,0
11.6272,0,0
10.8643,0,0
10.8032,0,0
11.3525,0,0
12.2528,0,0
13.2446,0,0
13.6871,0,0
14.1449,0,0
14.0076,0,0
13.3209,0,0
12.2223,0,0
11.5662,0,0
12.4512,0,0
13.9465,0,0
14.9078,0,0
15.8844,0,0
14.9078,0,0
13.7024,0,0
12.1307,0,0
10.7574,0,0
9.96399,0,0
9.94873,0,0
11.0779,0,0
13.3667,0,0
16.2354,0,0
19.043,0,0
22.0795,0,0
24.4141,0,0
25.4211,0,0
25.2686,0,0
24.1699,0,0
23.3765,0,0
23.3612,0,0
23.2086,0,0
22.3999,0,0
20.9656,0,0
19.2871,0,0
17.8833,0,0
17.1814,0,0
16.0522,0,0
14.8163,0,0
13.504,0,0
12.619,0,0
