microvolts,trialstart,oddball
6.50024,5,0
8.20923,5,0
10.2234,5,0
12.5275,5,0
15.1672,5,0
17.8375,5,0
20.2637,5,0
22.2015,5,0
23.1476,5,0
22.4915,5,0
20.5688,5,0
17.6086,5,0
14.4043,5,0
11.9324,5,0
11.1694,5,0
12.1002,5,0
13.0615,5,0
12.6801,5,0
11.0931,5,0
8.52966,5,0
6.08826,5,0
4.50134,5,0
3.11279,5,0
1.25122,5,0
0.106812,5,0
-0.473022,5,0
0.244141,5,0
2.91443,5,0
5.56946,5,0
7.01904,5,0
6.92749,5,0
5.78308,5,0
4.63867,5,0
4.83704,5,0
6.073,5,0
7.70569,5,0
8.75854,5,0
10.437,5,0
12.3444,5,0
14.74,5,0
16.6168,5,0
16.571,5,0
14.9841,5,0
12.8784,5,0
11.795,5,0
12.3291,5,0
14.1296,5,0
15.4724,5,0
15.7928,5,0
14.8621,5,0
13.9313,5,0
13.9618,5,0
14.7247,5,0
15.9912,5,0
16.6168,5,0
16.6626,5,0
16.4185,5,0
16.0065,5,0
16.3116,5,0
16.7236,5,0
17.1661,5,0
16.861,5,0
15.3809,5,0
14.7095,5,0
15.8539,5,0
18.6462,5,0
21.4233,5,0
22.8729,5,0
21.7743,5,0
19.5007,5,0
17.3035,5,0
16.0522,5,0
16.2659,5,0
18.0359,5,0
19.7601,5,0
21.0876,5,0
20.5688,5,0
18.0664,5,0
14.9689,5,0
11.7187,5,0
9.01794,5,0
6.98853,5,0
5.75256,5,0
5.44739,5,0
5.78308,5,0
6.82068,5,0
7.17163,5,0
7.70569,5,0
7.76672,5,0
7.70569,5,0
8.08716,5,0
8.94165,5,0
9.56726,5,0
9.90295,5,0
10.2539,5,0
10.1929,5,0
10.4523,5,0
11.8561,5,0
12.4512,5,0
11.8713,5,0
10.788,5,0
8.36182,5,0
6.14929,5,0
4.39453,5,0
3.46375,5,0
3.18909,5,0
3.12805,5,0
4.11987,5,0
5.14221,5,0
6.57654,5,0
8.89587,5,0
10.7117,5,0
12.3901,5,0
13.3057,5,0
12.207,5,0
10.8795,5,0
9.67407,5,0
9.46045,5,0
9.35364,5,0
9.8877,5,0
9.87244,5,0
9.1095,5,0
7.69043,5,0
5.41687,5,0
3.38745,5,0
3.58582,5,0
5.79834,5,0
9.68933,5,0
13.504,5,0
14.9231,5,0
14.3127,5,0
12.2681,5,0
10.4828,5,0
9.17053,5,0
9.24683,5,0
9.99451,5,0
10.5286,5,0
10.5591,5,0
10.0708,5,0
8.92639,5,0
8.17871,5,0
7.84302,5,0
8.01086,5,0
8.52966,5,0
9.0332,5,0
9.39941,5,0
9.59778,5,0
10.4218,5,0
11.8256,5,0
12.3596,5,0
11.9019,5,0
10.2081,5,0
7.40051,5,0
5.09644,5,0
3.75366,5,0
3.23486,5,0
4.16565,5,0
5.98145,5,0
8.42285,5,0
10.4675,5,0
10.5286,0,0
9.26208,0,0
7.20215,0,0
5.64575,0,0
5.40161,0,0
6.04248,0,0
6.75964,0,0
6.46973,0,0
5.85937,0,0
5.21851,0,0
5.12695,0,0
5.88989,0,0
7.04956,0,0
8.11768,0,0
8.94165,0,0
9.67407,0,0
11.0474,0,0
12.3596,0,0
13.6566,0,0
14.8163,0,0
14.7095,0,0
13.855,0,0
12.4664,0,0
10.8795,0,0
11.1389,0,0
12.8784,0,0
15.3351,0,0
16.9373,0,0
16.9067,0,0
14.9689,0,0
12.5122,0,0
10.3455,0,0
8.3313,0,0
6.2561,0,0
5.49316,0,0
5.59998,0,0
6.24084,0,0
7.72095,0,0
8.60596,0,0
9.3689,0,0
11.2,0,0
13.443,0,0
15.2283,0,0
16.2964,0,0
15.6708,0,0
15.0299,0,0
14.9078,0,0
15.5029,0,0
16.3879,0,0
16.9525,0,0
16.2964,0,0
14.9078,0,0
13.382,0,0
12.2375,0,0
11.1847,0,0
11.3831,0,0
11.6577,0,0
12.1613,0,0
13.3209,0,0
14.1602,0,0
14.5874,0,0
14.0839,0,0
12.558,0,0
11.2,0,0
10.6659,0,0
10.5896,0,0
11.2305,5,0
12.1155,5,0
12.4054,5,0
11.5356,5,0
9.552,5,0
7.61414,5,0
6.74438,5,0
8.04138,5,0
10.2539,5,0
11.8866,5,0
12.0697,5,0
10.7574,5,0
10.8032,5,0
11.4899,5,0
13.2599,5,0
15.1825,5,0
16.3879,5,0
17.0441,5,0
16.8152,5,0
16.5558,5,0
16.4795,5,0
16.5863,5,0
16.7847,5,0
17.3035,5,0
18.3411,5,0
19.5312,5,0
20.9656,5,0
20.7672,5,0
18.8293,5,0
16.0828,5,0
13.5345,5,0
13.3362,5,0
15.0452,5,0
17.7765,5,0
20.2789,5,0
19.9738,5,0
17.6697,5,0
13.7329,5,0
9.23157,5,0
7.01904,5,0
7.73621,5,0
11.0474,5,0
15.4419,5,0
18.7531,5,0
19.2261,5,0
15.8844,5,0
9.67407,5,0
2.96021,5,0
-1.70898,5,0
-2.21252,5,0
-0.0305176,5,0
4.01306,5,0
7.37,5,0
9.12476,5,0
10.4675,5,0
11.3068,5,0
11.2762,5,0
10.6812,5,0
9.35364,5,0
9.1095,5,0
10.1471,5,0
12.3901,5,0
14.1449,5,0
14.1144,5,0
11.9171,5,0
8.3313,5,0
4.79126,5,0
2.04468,5,0
-0.0457764,5,0
-1.09863,5,0
-0.946045,5,0
0.137329,5,0
2.0752,5,0
4.02832,5,0
5.75256,5,0
6.69861,5,0
7.49207,5,0
8.19397,5,0
8.37708,5,0
8.75854,5,0
8.66699,5,0
8.17871,5,0
7.73621,5,0
7.00378,5,0
5.56946,5,0
4.5929,5,0
4.30298,5,0
5.02014,5,0
6.13403,5,0
6.36292,5,0
5.66101,5,0
5.23376,5,0
5.50842,5,0
7.09534,5,0
9.01794,5,0
8.7738,5,0
6.60706,5,0
3.20435,5,0
-0.183105,5,0
-2.34985,5,0
-3.08228,5,0
-1.43433,5,0
1.87683,5,0
6.95801,5,0
12.2528,5,0
16.571,5,0
19.5312,5,0
20.6451,5,0
19.577,5,0
16.2048,5,0
11.4594,5,0
6.97327,5,0
5.12695,5,0
5.85937,5,0
7.65991,5,0
8.57544,5,0
7.37,5,0
5.53894,5,0
4.36401,5,0
4.91333,5,0
6.66809,5,0
8.78906,5,0
10.4675,5,0
11.673,5,0
13.5803,5,0
15.2893,5,0
16.3116,5,0
15.7166,5,0
13.1531,5,0
10.1013,5,0
8.98743,5,0
10.4218,5,0
13.2294,5,0
15.7166,5,0
16.3116,5,0
15.7623,5,0
14.5264,5,0
13.6871,5,0
13.0005,5,0
12.7106,5,0
11.9934,5,0
11.8103,5,0
12.4817,5,0
13.4277,5,0
14.6637,5,0
15.7318,5,0
15.2893,5,0
14.267,5,0
12.6343,5,0
11.4746,5,0
11.1237,5,0
11.7035,5,0
13.0005,5,0
14.1144,5,0
15.1825,5,0
16.9373,5,0
17.8986,5,0
18.5394,5,0
18.8293,5,0
19.0887,5,0
20.1111,5,0
22.4457,5,0
24.3073,5,0
24.765,5,0
24.7955,5,0
23.7579,5,0
23.2239,5,0
23.2849,5,0
23.1476,5,0
23.3765,5,0
24.6735,5,0
26.8555,5,0
28.4271,5,0
28.6865,5,0
27.2064,5,0
24.4904,5,0
22.2473,5,0
21.0114,5,0
20.5536,5,0
20.4773,5,0
20.9656,5,0
21.0114,5,0
20.9351,5,0
19.9432,5,0
18.0359,5,0
16.4185,5,0
15.2588,5,0
15.625,5,0
16.2354,5,0
16.7694,5,0
17.0898,5,0
15.8539,5,0
13.5956,5,0
10.5286,5,0
8.14819,5,0
8.05664,5,0
9.61304,5,0
12.1918,5,0
14.1449,5,0
15.4572,5,0
16.4185,5,0
18.6157,5,0
20.0653,5,0
19.7754,5,0
17.5171,5,0
13.8397,5,0
10.0861,5,0
7.33948,5,0
5.56946,5,0
5.56946,5,0
6.31714,5,0
7.79724,5,0
9.27734,5,0
10.0403,5,0
10.2386,5,0
9.8877,5,0
9.68933,5,0
9.59778,5,0
9.68933,5,0
9.67407,5,0
10.0555,5,0
10.6506,5,0
11.673,5,0
14.2365,5,0
18.6157,5,0
22.5525,5,0
24.2615,5,0
24.0173,5,0
21.0571,5,0
17.3187,5,0
14.2365,5,0
12.619,5,0
11.6882,5,0
11.6272,5,0
12.2528,5,0
13.382,5,0
15.213,5,0
17.7917,5,0
20.7977,5,0
23.6359,5,0
24.7803,5,0
24.0326,5,0
21.2402,5,0
17.5476,5,0
14.4806,5,0
13.7329,5,0
14.5111,5,0
15.9149,5,0
16.6321,5,0
16.1285,5,0
14.389,5,0
12.1918,5,0
10.1471,5,0
8.69751,5,0
8.39233,5,0
8.92639,5,0
9.552,5,0
10.5133,5,0
10.5591,0,0
10.9253,0,0
11.3831,0,0
11.2152,0,0
10.1166,0,0
9.30786,0,0
8.31604,0,0
7.88879,0,0
8.80432,0,0
9.67407,0,0
10.7117,0,0
11.9324,0,0
11.5967,0,0
10.1166,0,0
9.41467,0,0
8.37708,0,0
8.78906,0,0
10.376,0,0
11.5967,0,0
14.2365,0,0
16.9067,0,0
19.1345,0,0
19.3024,0,0
17.395,0,0
14.8468,0,0
12.7563,0,0
11.6272,0,0
11.734,0,0
12.558,0,0
14.2212,0,0
16.1743,0,0
17.3645,0,0
16.6321,0,0
14.1754,0,0
11.6119,0,0
10.9711,0,0
11.3525,0,0
12.0544,0,0
12.3596,0,0
11.8561,0,0
11.0931,0,0
11.3831,0,0
12.146,0,0
13.7482,0,0
14.7705,0,0
14.74,0,0
13.9313,0,0
11.795,0,0
9.76562,0,0
8.74329,0,0
8.72803,0,0
9.97925,0,0
10.91,0,0
10.8337,0,0
10.1013,0,0
9.33838,0,0
9.30786,0,0
10.3455,0,0
11.5509,0,0
12.6495,0,0
13.3057,0,0
14.5416,0,0
15.5792,0,0
15.5792,0,0
13.7787,0,0
11.0168,0,0
8.11768,5,0
7.26318,5,0
8.14819,5,0
9.21631,5,0
10.4828,5,0
10.8185,5,0
10.5743,5,0
10.1166,5,0
8.48389,5,0
5.72205,5,0
3.86047,5,0
3.8147,5,0
5.34058,5,0
9.21631,5,0
13.3972,5,0
16.1591,5,0
17.6849,5,0
17.807,5,0
15.8539,5,0
13.0463,5,0
10.025,5,0
6.62231,5,0
3.82996,5,0
2.16675,5,0
1.9989,5,0
4.13513,5,0
7.90405,5,0
11.9781,5,0
15.1825,5,0
16.4185,5,0
15.1978,5,0
13.1226,5,0
11.0168,5,0
9.18579,5,0
8.19397,5,0
7.04956,5,0
6.2561,5,0
6.45447,5,0
6.68335,5,0
7.30896,5,0
7.30896,5,0
6.16455,5,0
4.37927,5,0
3.49426,5,0
3.70789,5,0
5.06592,5,0
7.06482,5,0
9.42993,5,0
11.5814,5,0
13.7329,5,0
15.1978,5,0
15.8386,5,0
15.7623,5,0
14.3585,5,0
13.5193,5,0
13.031,5,0
12.7106,5,0
12.7869,5,0
13.0005,5,0
13.7787,5,0
14.8773,5,0
16.5558,5,0
18.8904,5,0
20.3552,5,0
21.1487,5,0
21.1182,5,0
20.3857,5,0
18.7378,5,0
16.571,5,0
14.8773,5,0
13.6871,5,0
13.5803,5,0
14.4348,5,0
15.4724,5,0
15.3961,5,0
14.9841,5,0
14.2517,5,0
13.3057,5,0
12.4359,5,0
12.4207,5,0
13.9008,5,0
16.7389,5,0
19.0277,5,0
19.8517,5,0
19.1193,5,0
16.983,5,0
15.6403,5,0
15.0452,5,0
14.3738,5,0
13.7939,5,0
13.0005,5,0
13.0157,5,0
14.2822,5,0
15.5182,5,0
17.3035,5,0
18.8599,5,0
19.7296,5,0
18.9667,5,0
17.2882,5,0
13.9313,5,0
11.1847,5,0
10.788,5,0
12.5427,5,0
15.2588,5,0
17.0746,5,0
17.9443,5,0
17.2577,5,0
16.6931,5,0
16.4642,5,0
17.3187,5,0
19.6838,5,0
21.7133,5,0
22.8729,5,0
21.7743,5,0
18.5242,5,0
15.2435,5,0
13.1531,5,0
11.8103,5,0
10.3149,5,0
8.255,5,0
6.71387,5,0
6.50024,5,0
8.17871,5,0
11.5814,5,0
14.9994,5,0
17.4103,5,0
18.7225,5,0
19.0582,5,0
18.4784,5,0
18.4784,5,0
18.9362,5,0
18.4021,5,0
16.8762,5,0
14.1144,5,0
11.2152,5,0
9.24683,5,0
8.65173,5,0
9.46045,5,0
10.2692,5,0
10.9863,5,0
11.3678,5,0
11.2457,5,0
11.3525,5,0
11.9781,5,0
13.443,5,0
15.4724,5,0
17.746,5,0
19.6228,5,0
21.0724,5,0
21.1945,5,0
21.3318,5,0
19.8212,5,0
17.8375,5,0
15.625,5,0
13.6566,5,0
13.0463,5,0
13.8702,5,0
15.7013,5,0
17.0746,5,0
17.1051,5,0
15.5334,5,0
12.7258,5,0
10.3455,5,0
9.06372,5,0
9.91821,5,0
12.6953,5,0
15.6403,5,0
17.0746,5,0
16.8915,5,0
15.5334,5,0
14.7552,5,0
14.3433,5,0
15.3198,5,0
15.4419,5,0
15.152,5,0
15.0452,5,0
14.9536,5,0
16.037,5,0
17.4713,5,0
18.692,5,0
18.4326,5,0
16.6321,5,0
13.9008,5,0
11.5967,5,0
10.3302,5,0
10.1471,5,0
10.0098,5,0
9.3689,5,0
8.46863,5,0
8.10242,5,0
7.72095,5,0
8.56018,5,0
8.13293,5,0
6.65283,5,0
5.05066,5,0
3.8147,5,0
3.95203,5,0
5.61523,5,0
7.37,5,0
8.49915,5,0
9.52148,5,0
10.6049,5,0
11.6119,5,0
12.7869,5,0
13.382,5,0
13.3514,5,0
12.9089,5,0
12.9089,5,0
12.7716,5,0
12.7258,5,0
13.9923,5,0
15.3503,5,0
16.449,5,0
16.7694,5,0
15.2588,5,0
12.4359,5,0
9.65881,5,0
7.18689,5,0
5.14221,5,0
4.0741,5,0
4.11987,5,0
6.28662,5,0
9.8877,5,0
12.8174,5,0
13.6261,5,0
12.1613,5,0
9.35364,5,0
7.50732,5,0
7.93457,5,0
9.07898,5,0
10.2234,5,0
10.9253,5,0
10.6506,5,0
10.9558,5,0
10.8948,5,0
10.1013,5,0
8.27026,5,0
5.46265,5,0
3.12805,5,0
2.30408,5,0
3.25012,5,0
4.98962,5,0
7.58362,5,0
9.50623,5,0
10.8948,5,0
11.8256,5,0
12.4512,5,0
13.6566,5,0
14.4958,5,0
14.801,5,0
12.97,5,0
10.3302,5,0
8.68225,5,0
9.26208,5,0
13.0463,5,0
18.3868,5,0
22.6898,5,0
25.0549,5,0
23.8647,0,0
20.7977,0,0
16.4032,0,0
11.9629,0,0
8.34656,0,0
6.46973,0,0
5.59998,0,0
5.59998,0,0
7.20215,0,0
9.30786,0,0
11.1847,0,0
12.4054,0,0
12.0239,0,0
10.5591,0,0
9.21631,0,0
8.66699,0,0
9.30786,0,0
11.1847,0,0
13.2446,0,0
15.7776,0,0
18.3716,0,0
20.0653,0,0
21.4844,0,0
21.9269,0,0
20.752,0,0
18.6005,0,0
16.037,0,0
13.7634,0,0
12.8326,0,0
12.97,0,0
13.7482,0,0
14.0686,0,0
13.5498,0,0
13.4125,0,0
13.6108,0,0
13.9313,0,0
15.4266,0,0
16.0828,0,0
15.5029,0,0
13.9313,0,0
11.0321,0,0
7.88879,0,0
6.86646,0,0
8.31604,0,0
11.5051,0,0
14.8315,0,0
16.3879,0,0
15.7166,0,0
14.1754,0,0
12.558,0,0
11.1237,0,0
10.0098,0,0
8.56018,0,0
7.79724,0,0
8.7738,0,0
11.3525,0,0
14.679,0,0
17.0288,0,0
17.3187,0,0
14.8773,0,0
11.7493,0,0
8.08716,0,0
6.01196,0,0
4.3335,0,0
3.43323,0,0
2.89917,0,0
3.57056,0,0
6.01196,0,0
9.76562,0,0
15.1672,0,0
20.3094,0,0
23.6816,0,0
24.5972,0,0
23.3612,0,0
20.7367,0,0
17.6086,0,0
15.1978,0,0
13.1683,0,0
11.322,0,0
10.1929,0,0
9.52148,0,0
9.44519,0,0
9.00269,0,0
8.14819,0,0
6.68335,0,0
5.37109,0,0
4.39453,0,0
4.57764,0,0
5.63049,0,0
8.37708,0,0
11.5356,0,0
14.801,0,0
16.922,0,0
17.7002,0,0
16.2811,0,0
13.6719,0,0
10.8337,0,0
8.22449,0,0
6.79016,0,0
6.91223,0,0
8.37708,0,0
9.50623,0,0
9.8877,0,0
9.17053,0,0
7.61414,0,0
6.10352,0,0
4.89807,0,0
4.79126,0,0
5.37109,0,0
7.17163,0,0
9.1095,0,0
11.1847,0,0
12.7563,0,0
13.9008,0,0
15.1215,0,0
16.6168,0,0
17.2577,0,0
15.3809,0,0
11.1694,0,0
5.49316,0,0
0.671387,0,0
-1.7395,0,0
-1.32751,0,0
0.88501,0,0
3.38745,0,0
5.31006,0,0
6.17981,0,0
6.17981,0,0
6.16455,0,0
6.21033,0,0
6.36292,0,0
7.90405,0,0
10.1776,0,0
13.0005,0,0
14.7858,0,0
14.2059,0,0
11.4136,0,0
8.5907,0,0
7.72095,0,0
8.23975,0,0
9.73511,0,0
9.93347,0,0
8.81958,0,0
7.09534,0,0
6.34766,0,0
5.84412,0,0
5.98145,0,0
5.18799,0,0
3.57056,0,0
1.297,0,0
-0.442505,0,0
-0.564575,0,0
0.961304,0,0
4.40979,0,0
8.05664,0,0
10.7117,0,0
11.4746,0,0
10.1929,0,0
7.87354,0,0
6.17981,0,0
6.04248,0,0
6.72913,0,0
7.49207,0,0
7.84302,0,0
8.08716,0,0
8.98743,0,0
9.42993,0,0
9.59778,0,0
8.63647,0,0
8.19397,0,0
8.10242,0,0
8.72803,0,0
9.552,0,0
10.5133,0,0
11.7798,0,0
13.9465,0,0
16.6168,0,0
18.4937,0,0
19.5465,0,0
19.1345,0,0
18.1122,0,0
17.7002,0,0
16.9525,0,0
16.2354,0,0
14.4653,0,0
11.5967,0,0
8.22449,0,0
5.67627,0,0
4.86755,0,0
5.88989,0,0
8.5144,0,0
10.6812,0,0
11.4746,0,0
10.9558,0,0
9.8877,0,0
9.09424,0,0
9.73511,0,0
11.4288,0,0
13.3972,0,0
14.8468,0,0
16.0217,0,0
16.1285,0,0
15.0757,0,0
14.5111,0,0
14.328,0,0
15.0299,0,0
16.0065,0,0
16.3269,0,0
16.0217,0,0
15.4724,0,0
14.6332,0,0
13.3972,0,0
11.0321,0,0
9.46045,0,0
8.78906,0,0
9.42993,0,0
11.8561,0,0
13.3972,0,0
13.7329,0,0
12.8326,0,0
11.5051,0,0
11.5204,0,0
13.3362,0,0
15.7318,0,0
18.1274,0,0
19.043,0,0
18.5852,0,0
17.6239,0,0
16.1438,0,0
14.5569,0,0
13.5498,0,0
12.2833,0,0
11.4899,0,0
10.5591,0,0
9.96399,0,0
9.82666,0,0
10.0098,0,0
10.6354,0,0
11.9781,0,0
13.916,0,0
16.1743,0,0
18.6615,0,0
20.0958,0,0
20.0806,0,0
18.5547,0,0
16.9067,0,0
15.9912,0,0
16.037,0,0
17.6086,0,0
19.3481,0,0
20.2026,0,0
20.7214,0,0
19.5618,0,0
18.9972,0,0
18.7378,5,0
18.158,5,0
17.3187,5,0
15.6403,5,0
13.9771,5,0
12.7563,5,0
13.2904,5,0
14.8468,5,0
15.9607,5,0
15.8539,5,0
12.7869,5,0
9.78088,5,0
6.62231,5,0
4.69971,5,0
5.08118,5,0
7.09534,5,0
8.72803,5,0
11.4136,5,0
13.2904,5,0
14.0381,5,0
14.8315,5,0
13.8855,5,0
11.8561,5,0
9.26208,5,0
5.93567,5,0
3.17383,5,0
1.43433,5,0
1.70898,5,0
3.2959,5,0
6.27136,5,0
9.87244,5,0
12.6343,5,0
14.3433,5,0
15.4572,5,0
16.2201,5,0
16.3422,5,0
15.0909,5,0
13.1531,5,0
11.322,5,0
10.9711,5,0
11.8713,5,0
12.8937,5,0
12.6343,5,0
10.9253,5,0
8.5907,5,0
6.46973,5,0
5.15747,5,0
4.66919,5,0
5.76782,5,0
7.46155,5,0
9.75037,5,0
11.8408,5,0
12.4969,5,0
12.4969,5,0
12.2528,5,0
12.1155,5,0
11.1542,5,0
9.26208,5,0
6.36292,5,0
3.40271,5,0
2.48718,5,0
3.63159,5,0
5.84412,5,0
8.13293,5,0
9.42993,5,0
10.1013,5,0
10.4065,5,0
10.7574,5,0
10.498,5,0
9.90295,5,0
8.95691,5,0
7.79724,5,0
7.04956,5,0
5.59998,5,0
4.47083,5,0
3.98254,5,0
4.47083,5,0
5.53894,5,0
6.19507,5,0
5.21851,5,0
3.67737,5,0
2.36511,5,0
2.0752,5,0
2.83813,5,0
3.63159,5,0
4.0741,5,0
4.36401,5,0
4.95911,5,0
5.52368,5,0
6.10352,5,0
6.92749,5,0
6.86646,5,0
6.57654,5,0
5.79834,5,0
4.74548,5,0
4.60815,5,0
5.72205,5,0
7.30896,5,0
8.39233,5,0
8.57544,5,0
8.01086,5,0
8.01086,5,0
10.2539,5,0
13.1989,5,0
15.4877,5,0
15.8997,5,0
14.6484,5,0
13.1989,5,0
11.795,5,0
10.7727,5,0
9.39941,5,0
7.44629,5,0
6.05774,5,0
5.61523,5,0
5.66101,5,0
5.92041,5,0
6.14929,5,0
6.13403,5,0
6.43921,5,0
7.15637,5,0
7.96509,5,0
9.07898,5,0
10.0708,5,0
10.376,5,0
10.6659,5,0
10.91,5,0
11.0474,5,0
11.2305,5,0
10.498,5,0
8.83484,5,0
6.24084,5,0
2.74658,5,0
-0.305176,5,0
-2.10571,5,0
-2.22778,5,0
-0.701904,5,0
1.52588,5,0
3.38745,5,0
5.02014,5,0
6.34766,5,0
6.66809,5,0
6.3324,5,0
6.19507,5,0
6.21033,5,0
6.71387,5,0
7.49207,5,0
7.8125,5,0
7.69043,5,0
7.90405,5,0
8.255,5,0
8.20923,5,0
7.50732,5,0
6.27136,5,0
6.17981,5,0
7.30896,5,0
10.0861,5,0
13.5651,5,0
16.9067,5,0
18.7073,5,0
18.4784,5,0
16.2811,5,0
13.8245,5,0
11.5814,5,0
10.3607,5,0
10.025,5,0
10.376,5,0
10.2234,5,0
10.2692,5,0
10.6812,5,0
11.0474,5,0
10.7574,5,0
10.6354,5,0
9.85718,5,0
9.2926,5,0
9.38416,5,0
10.849,5,0
13.3057,5,0
15.7318,5,0
17.5018,5,0
18.5394,5,0
18.4479,5,0
17.6849,5,0
17.6239,5,0
17.7155,5,0
18.1732,5,0
19.5007,5,0
20.6757,5,0
22.0795,5,0
23.2391,5,0
23.0713,5,0
22.3389,5,0
21.8506,5,0
21.8811,5,0
23.5901,5,0
25.1617,5,0
25.9857,5,0
25.3754,5,0
24.6277,5,0
23.7732,5,0
23.2086,5,0
21.7896,5,0
19.104,5,0
15.3351,5,0
11.8256,5,0
9.07898,5,0
7.8125,5,0
7.41577,5,0
7.1106,5,0
7.14111,5,0
6.69861,5,0
5.79834,5,0
5.66101,5,0
5.87463,5,0
8.16345,5,0
10.9558,5,0
13.3209,5,0
13.6414,5,0
11.673,5,0
9.1095,5,0
7.18689,5,0
7.20215,5,0
7.52258,5,0
7.14111,5,0
6.04248,5,0
5.06592,5,0
4.54712,5,0
3.96729,5,0
3.67737,5,0
3.05176,5,0
1.86157,5,0
1.51062,5,0
2.28882,5,0
3.40271,5,0
5.32532,5,0
7.04956,5,0
9.44519,5,0
11.2457,5,0
12.4817,5,0
12.8479,5,0
11.9019,5,0
10.8032,5,0
10.3455,5,0
11.3525,5,0
13.1226,5,0
14.2517,5,0
14.3433,5,0
13.2294,5,0
11.6425,5,0
10.2386,5,0
8.5144,5,0
6.54602,5,0
4.71497,5,0
3.05176,5,0
2.79236,5,0
3.57056,5,0
4.83704,5,0
5.98145,5,0
6.24084,5,0
6.16455,0,0
5.87463,0,0
5.84412,0,0
5.43213,0,0
4.66919,0,0
3.75366,0,0
3.72314,0,0
5.15747,0,0
7.61414,0,0
10.3149,0,0
11.5051,0,0
11.8713,0,0
10.6812,0,0
8.97217,0,0
5.96619,0,0
2.85339,0,0
1.05286,0,0
1.35803,0,0
3.34167,0,0
6.02722,0,0
8.30078,0,0
10.3149,0,0
13.0005,0,0
15.7166,0,0
18.158,0,0
18.5852,0,0
16.7847,0,0
14.2365,0,0
11.0626,0,0
8.27026,0,0
6.30188,0,0
4.2572,0,0
3.23486,0,0
2.82288,0,0
2.80762,0,0
3.00598,0,0
3.25012,0,0
3.52478,0,0
4.01306,0,0
4.73022,0,0
5.52368,0,0
5.98145,0,0
7.26318,0,0
7.64465,0,0
8.66699,0,0
9.59778,0,0
11.734,0,0
15.3046,0,0
18.2648,0,0
20.0348,0,0
19.5618,0,0
16.861,0,0
13.6566,0,0
10.6506,0,0
7.93457,0,0
6.31714,0,0
6.74438,0,0
8.78906,0,0
11.8256,0,0
14.5111,0,0
15.1215,0,0
14.2365,0,0
12.6343,0,0
11.5967,0,0
11.6272,0,0
11.7187,0,0
11.7187,0,0
11.0931,0,0
9.84192,0,0
8.97217,0,0
9.06372,0,0
9.73511,0,0
10.5133,0,0
10.8643,0,0
10.6964,0,0
10.1471,0,0
9.41467,0,0
8.98743,0,0
8.57544,0,0
8.74329,0,0
8.98743,0,0
10.9253,0,0
12.97,0,0
14.6637,0,0
15.7623,0,0
14.9689,0,0
13.092,0,0
11.2152,0,0
9.2926,0,0
8.05664,0,0
7.08008,0,0
5.59998,0,0
3.72314,0,0
0.396729,0,0
-2.39563,0,0
-3.54004,0,0
-2.71606,0,0
0.427246,0,0
4.44031,0,0
8.16345,0,0
11.5662,0,0
14.5569,0,0
17.0441,0,0
18.0359,0,0
17.5934,0,0
15.5487,0,0
13.1683,0,0
12.2986,0,0
13.031,0,0
14.389,0,0
14.9841,0,0
13.6566,0,0
10.788,0,0
7.38525,0,0
3.82996,0,0
1.7395,0,0
1.11389,0,0
2.60925,0,0
5.7373,0,0
8.80432,0,0
11.1237,0,0
11.7798,0,0
12.619,0,0
13.092,0,0
12.3749,0,0
11.0626,0,0
9.07898,0,0
9.04846,0,0
10.437,0,0
12.1613,0,0
12.3138,0,0
10.6506,0,0
7.82776,0,0
5.7373,0,0
4.5929,0,0
3.86047,0,0
3.70789,0,0
3.49426,0,0
4.37927,0,0
5.75256,0,0
5.93567,0,0
5.0354,0,0
2.63977,0,0
-0.152588,0,0
-1.87683,0,0
-0.50354,0,0
3.40271,0,0
8.63647,0,0
13.8855,0,0
17.1661,0,0
18.1274,0,0
17.5781,0,0
15.3351,0,0
11.7798,0,0
8.19397,0,0
5.37109,0,0
3.479,0,0
2.2583,0,0
1.34277,0,0
0.808716,0,0
0.991821,0,0
2.02942,0,0
3.96729,0,0
5.21851,0,0
5.59998,0,0
5.72205,0,0
6.08826,0,0
6.54602,0,0
7.17163,0,0
8.43811,0,0
10.9406,0,0
15.3656,0,0
20.0958,0,0
23.1323,0,0
23.3765,0,0
20.5994,0,0
16.4642,0,0
12.6648,0,0
9.06372,0,0
5.41687,0,0
1.54114,0,0
-1.28174,0,0
-2.18201,0,0
-1.19019,0,0
1.02234,0,0
3.66211,0,0
6.66809,0,0
10.7117,0,0
15.5029,0,0
20.4315,0,0
24.5209,0,0
27.0386,0,0
28.3661,0,0
28.6102,0,0
26.886,0,0
23.3612,0,0
18.2495,0,0
13.5498,0,0
9.97925,0,0
9.38416,0,0
10.8032,0,0
13.2446,0,0
15.3198,0,0
14.6484,0,0
11.5814,0,0
6.54602,0,0
2.18201,0,0
-0.198364,0,0
-0.228882,0,0
1.63269,0,0
4.53186,0,0
7.87354,0,0
10.7574,0,0
12.7258,0,0
13.7024,0,0
13.1226,0,0
12.3749,0,0
11.4746,0,0
10.2539,0,0
8.48389,0,0
6.5918,0,0
5.27954,0,0
5.00488,0,0
6.79016,0,0
9.52148,0,0
11.1084,0,0
10.3912,0,0
8.11768,0,0
4.62341,0,0
1.61743,0,0
-0.152588,0,0
0.183105,0,0
1.43433,0,0
2.96021,0,0
3.87573,0,0
3.15857,0,0
0.793457,0,0
-0.534058,0,0
-1.35803,0,0
-1.297,0,0
